,Date,USD(PM),Value,DealDay
518,2018-02-11 00:00:00,1314.1,8343.455,0
519,2018-02-12 00:00:00,1322.3,8068.02,1
520,2018-02-13 00:00:00,1325.35,8597.7675,1
521,2018-02-14 00:00:00,1336.25,9334.633333,1
522,2018-02-15 00:00:00,1352.45,9471.64,1
523,2018-02-16 00:00:00,1352.1,10127.16167,1
524,2018-02-17 00:00:00,1352.1,10841.99167,0
525,2018-02-18 00:00:00,1352.1,11085.83,0
526,2018-02-19 00:00:00,1346.6,11110.965,1
527,2018-02-20 00:00:00,1339.85,11390.39167,1
528,2018-02-21 00:00:00,1330.5,11245.98,1
529,2018-02-22 00:00:00,1328.35,9931.071667,1
530,2018-02-23 00:00:00,1327.95,10162.11667,1
531,2018-02-24 00:00:00,1327.95,10171.3,0
532,2018-02-25 00:00:00,1327.95,9696.593333,0
533,2018-02-26 00:00:00,1333.5,10348.60333,1
534,2018-02-27 00:00:00,1325.75,10319.46,1
535,2018-02-28 00:00:00,1317.85,10370.165,1
536,2018-03-01 00:00:00,1307.75,11009.38167,1
537,2018-03-02 00:00:00,1322.3,10931.12,1
538,2018-03-03 00:00:00,1322.3,11326.94833,0
539,2018-03-04 00:00:00,1322.3,11430.18167,0
540,2018-03-05 00:00:00,1320.4,11516.83,1
541,2018-03-06 00:00:00,1331.4,10763.19833,1
542,2018-03-07 00:00:00,1329.4,10118.058,1
543,2018-03-08 00:00:00,1321,9920.46,1
544,2018-03-09 00:00:00,1320.6,9089.278333,1
545,2018-03-10 00:00:00,1320.6,8746.002,0
546,2018-03-11 00:00:00,1320.6,8777.37,0
547,2018-03-12 00:00:00,1319.15,9182.843333,1
548,2018-03-13 00:00:00,1322.75,9154.7,1
549,2018-03-14 00:00:00,1323.55,9153.54,1
550,2018-03-15 00:00:00,1318.75,8358.121667,1
551,2018-03-16 00:00:00,1310.1,8530.402,1
552,2018-03-17 00:00:00,1310.1,8297.89,0
553,2018-03-18 00:00:00,1310.1,8171.415,0
554,2018-03-19 00:00:00,1312.4,8412.033333,1
555,2018-03-20 00:00:00,1311,8605.64,1
556,2018-03-21 00:00:00,1321.35,8947.753333,1
557,2018-03-22 00:00:00,1329.15,8690.408333,1
558,2018-03-23 00:00:00,1346.6,8725.37,1
559,2018-03-24 00:00:00,1346.6,8662.378333,0
560,2018-03-25 00:00:00,1346.6,8617.296667,0
561,2018-03-26 00:00:00,1352.4,8457.96,1
562,2018-03-27 00:00:00,1341.45,7876.195,1
563,2018-03-28 00:00:00,1332.45,7960.38,1
564,2018-03-29 00:00:00,1323.85,7950.61,1
565,2018-03-30 00:00:00,1323.85,6882.531667,0
566,2018-03-31 00:00:00,1323.85,6935.48,0
567,2018-04-01 00:00:00,1323.85,6937.56,0
568,2018-04-02 00:00:00,1323.85,7035.848333,0
569,2018-04-03 00:00:00,1333.45,7410.435,1
570,2018-04-04 00:00:00,1337.3,7426.48,1
571,2018-04-05 00:00:00,1327.7,6826.51,1
572,2018-04-06 00:00:00,1331.2,6603.876667,1
573,2018-04-07 00:00:00,1331.2,6634.68,0
574,2018-04-08 00:00:00,1331.2,7017.656667,0
575,2018-04-09 00:00:00,1331.95,6699.273333,1
576,2018-04-10 00:00:00,1338.95,6784.41,1
577,2018-04-11 00:00:00,1350.75,6926.266667,1
578,2018-04-12 00:00:00,1341.35,7847.845,1
579,2018-04-13 00:00:00,1343.7,7941.46,1
580,2018-04-14 00:00:00,1343.7,8036.511051,0
581,2018-04-15 00:00:00,1343.7,8340.748333,0
582,2018-04-16 00:00:00,1349.35,8368.1,1
583,2018-04-17 00:00:00,1342.1,7895.416926,1
584,2018-04-18 00:00:00,1351.45,8164.937426,1
585,2018-04-19 00:00:00,1348.6,8175.96,1
586,2018-04-20 00:00:00,1336.75,8852.718333,1
587,2018-04-21 00:00:00,1336.75,8807.205,0
588,2018-04-22 00:00:00,1336.75,8930.6,0
589,2018-04-23 00:00:00,1324.3,8933.861667,1
590,2018-04-24 00:00:00,1328.85,9555.542,1
591,2018-04-25 00:00:00,1321.65,9658.11,1
592,2018-04-26 00:00:00,1320.7,9258.398333,1
593,2018-04-27 00:00:00,1321.5,9010.32,1
594,2018-04-28 00:00:00,1321.5,8928.55,0
595,2018-04-29 00:00:00,1321.5,9334.281667,0
596,2018-04-30 00:00:00,1313.2,9259.57,1
597,2018-05-01 00:00:00,1307.1,9239.55,1
598,2018-05-02 00:00:00,1304.2,9221.426,1
599,2018-05-03 00:00:00,1315.05,9639.268333,1
600,2018-05-04 00:00:00,1309.4,9753.35,1
601,2018-05-05 00:00:00,1309.4,9803.306667,0
602,2018-05-06 00:00:00,1309.4,9630.136277,0
603,2018-05-07 00:00:00,1309.4,9631.44,0
604,2018-05-08 00:00:00,1306.6,9228.608333,1
605,2018-05-09 00:00:00,1313.85,9322.041667,1
606,2018-05-10 00:00:00,1318.8,9310.37,1
607,2018-05-11 00:00:00,1324.35,8468.788,1
608,2018-05-12 00:00:00,1324.35,8484.346667,0
609,2018-05-13 00:00:00,1324.35,8463.52,0
610,2018-05-14 00:00:00,1319.85,8652.038333,1
611,2018-05-15 00:00:00,1295,8511.458,1
612,2018-05-16 00:00:00,1291.25,8471.06,1
613,2018-05-17 00:00:00,1289.5,8106.118333,1
614,2018-05-18 00:00:00,1288.3,8240.055,1
615,2018-05-19 00:00:00,1288.3,8239.08,0
616,2018-05-20 00:00:00,1288.3,8507.406667,0
617,2018-05-21 00:00:00,1288.35,8385.556187,1
618,2018-05-22 00:00:00,1293.05,8396.63,1
619,2018-05-23 00:00:00,1289,7555.74,1
620,2018-05-24 00:00:00,1304.85,7566.193333,1
621,2018-05-25 00:00:00,1303.5,7576.78,1
622,2018-05-26 00:00:00,1303.5,7342.908333,0
623,2018-05-27 00:00:00,1303.5,7361.831667,0
624,2018-05-28 00:00:00,1303.5,7344.56,0
625,2018-05-29 00:00:00,1295.5,7459.876667,1
626,2018-05-30 00:00:00,1300.7,7385.395,1
627,2018-05-31 00:00:00,1305.35,7386.72,1
628,2018-06-01 00:00:00,1294.6,7535.146667,1
629,2018-06-02 00:00:00,1294.6,7645.146667,0
630,2018-06-03 00:00:00,1294.6,7637.14,0
631,2018-06-04 00:00:00,1295.45,7500.273333,1
632,2018-06-05 00:00:00,1292.05,7615.722142,1
633,2018-06-06 00:00:00,1300.1,7619.43,1
634,2018-06-07 00:00:00,1297.25,7676.271667,1
635,2018-06-08 00:00:00,1298.25,7620.153333,1
636,2018-06-09 00:00:00,1298.25,7615.54,0
637,2018-06-10 00:00:00,1298.25,6776.888333,0
638,2018-06-11 00:00:00,1299.6,6875.678333,1
639,2018-06-12 00:00:00,1298.65,6879.31,1
640,2018-06-13 00:00:00,1296.15,6315.7,1
641,2018-06-14 00:00:00,1302.75,6647.013333,1
642,2018-06-15 00:00:00,1285.25,6637.41,1
643,2018-06-16 00:00:00,1285.25,6509.426667,0
644,2018-06-17 00:00:00,1285.25,6464.411667,0
645,2018-06-18 00:00:00,1281.55,6445.79,1
646,2018-06-19 00:00:00,1276.15,6737,1
647,2018-06-20 00:00:00,1274.2,6714.718333,1
648,2018-06-21 00:00:00,1266.15,6760.83,1
649,2018-06-22 00:00:00,1269.15,6332.573333,1
650,2018-06-23 00:00:00,1269.15,6141.605833,0
651,2018-06-24 00:00:00,1269.15,6170.46,0
652,2018-06-25 00:00:00,1268.7,6211.4475,1
653,2018-06-26 00:00:00,1260.3,6218.595,1
654,2018-06-27 00:00:00,1254.6,6097.46,1
655,2018-06-28 00:00:00,1251.55,6107.896154,1
656,2018-06-29 00:00:00,1250.45,5908.7025,1
657,2018-06-30 00:00:00,1250.45,6223.28,0
658,2018-07-01 00:00:00,1250.45,6374.754167,0
659,2018-07-02 00:00:00,1247.8,6466.069167,1
660,2018-07-03 00:00:00,1251.75,6626.44,1
661,2018-07-04 00:00:00,1255.65,6593.289167,1
662,2018-07-05 00:00:00,1255.5,6603.376667,1
663,2018-07-06 00:00:00,1255.35,6555.51,1
664,2018-07-07 00:00:00,1255.35,6594.281667,0
665,2018-07-08 00:00:00,1255.35,6753.559167,0
666,2018-07-09 00:00:00,1262.05,6724.04,1
667,2018-07-10 00:00:00,1254,6510.791667,1
668,2018-07-11 00:00:00,1251.4,6377.363333,1
669,2018-07-12 00:00:00,1245.9,6403.18,1
670,2018-07-13 00:00:00,1241.7,6244.3575,1
671,2018-07-14 00:00:00,1241.7,6241,0
672,2018-07-15 00:00:00,1241.7,6248.84,0
673,2018-07-16 00:00:00,1241.1,6514.390833,1
674,2018-07-17 00:00:00,1232.8,6869.910833,1
675,2018-07-18 00:00:00,1224.5,7321.62,1
676,2018-07-19 00:00:00,1217.55,7396.401667,1
677,2018-07-20 00:00:00,1228.75,7428.045,1
678,2018-07-21 00:00:00,1228.75,7334.99,0
679,2018-07-22 00:00:00,1228.75,7451.289167,0
680,2018-07-23 00:00:00,1224.95,7689.884167,1
681,2018-07-24 00:00:00,1228.35,7715.1,1
682,2018-07-25 00:00:00,1231.5,8251.165,1
683,2018-07-26 00:00:00,1228.25,8187.324167,1
684,2018-07-27 00:00:00,1223.95,7939.81,1
685,2018-07-28 00:00:00,1223.95,8182.251667,0
686,2018-07-29 00:00:00,1223.95,8206.341667,0
687,2018-07-30 00:00:00,1223.8,8220.91,1
688,2018-07-31 00:00:00,1220.95,7916.800833,1
689,2018-08-01 00:00:00,1219,7570.869167,1
690,2018-08-02 00:00:00,1215.45,7607.7,1
691,2018-08-03 00:00:00,1216.3,7394.499167,1
692,2018-08-04 00:00:00,1216.3,7247.769167,0
693,2018-08-05 00:00:00,1216.3,7011.28,0
694,2018-08-06 00:00:00,1209.65,6988.079167,1
695,2018-08-07 00:00:00,1212.35,6993.513333,1
696,2018-08-08 00:00:00,1209.55,6718.23,1
697,2018-08-09 00:00:00,1214.35,6396.7725,1
698,2018-08-10 00:00:00,1214.4,6396.494667,1
699,2018-08-11 00:00:00,1214.4,6138.96,0
700,2018-08-12 00:00:00,1214.4,6311.131667,0
701,2018-08-13 00:00:00,1200.35,6347.07,1
702,2018-08-14 00:00:00,1197,6252.13,1
703,2018-08-15 00:00:00,1182,6362.676923,1
704,2018-08-16 00:00:00,1180.4,6342.629231,1
705,2018-08-17 00:00:00,1178.4,6312.75,1
706,2018-08-18 00:00:00,1178.4,6436.720833,0
707,2018-08-19 00:00:00,1178.4,6404.063333,0
708,2018-08-20 00:00:00,1184.35,6486.58,1
709,2018-08-21 00:00:00,1190.95,6401.246154,1
710,2018-08-22 00:00:00,1196.65,6575.229167,1
711,2018-08-23 00:00:00,1192.35,6354.57,1
712,2018-08-24 00:00:00,1197.7,6543.645714,1
713,2018-08-25 00:00:00,1197.7,6719.429231,0
714,2018-08-26 00:00:00,1197.7,6738.27,0
715,2018-08-27 00:00:00,1197.7,6719.266154,0
716,2018-08-28 00:00:00,1212.25,7000.04,1
717,2018-08-29 00:00:00,1204.2,7078.19,1
718,2018-08-30 00:00:00,1197.3,6932.6625,1
719,2018-08-31 00:00:00,1202.45,6981.946154,1
720,2018-09-01 00:00:00,1202.45,7018.78,0
721,2018-09-02 00:00:00,1202.45,7247.935385,0
722,2018-09-03 00:00:00,1200.05,7260.949231,1
723,2018-09-04 00:00:00,1190.85,7265.08,1
724,2018-09-05 00:00:00,1196.7,7113.069231,1
725,2018-09-06 00:00:00,1205.15,6433.271667,1
726,2018-09-07 00:00:00,1198.9,6501.19,1
727,2018-09-08 00:00:00,1198.9,6366.1075,0
728,2018-09-09 00:00:00,1198.9,6286.425833,0
729,2018-09-10 00:00:00,1196.6,6240.98,1
730,2018-09-11 00:00:00,1189.85,6296.320833,1
731,2018-09-12 00:00:00,1195.6,6273.1375,1
732,2018-09-13 00:00:00,1209.8,6326.04,1
733,2018-09-14 00:00:00,1201.95,6499.0625,1
734,2018-09-15 00:00:00,1201.95,6518.655,0
735,2018-09-16 00:00:00,1201.95,6522.39,0
736,2018-09-17 00:00:00,1201.9,6400.600833,1
737,2018-09-18 00:00:00,1200.2,6296.631667,1
738,2018-09-19 00:00:00,1203.3,6342.39,1
739,2018-09-20 00:00:00,1208.35,6418.562667,1
740,2018-09-21 00:00:00,1198.7,6669.990833,1
741,2018-09-22 00:00:00,1198.7,6756.12,0
742,2018-09-23 00:00:00,1198.7,6710.445,0
743,2018-09-24 00:00:00,1202.75,6639.304167,1
744,2018-09-25 00:00:00,1201.9,6583.45,1
745,2018-09-26 00:00:00,1194.25,6468.631667,1
746,2018-09-27 00:00:00,1185.4,6535.476667,1
747,2018-09-28 00:00:00,1187.25,6686.08,1
748,2018-09-29 00:00:00,1187.25,6550.474167,0
749,2018-09-30 00:00:00,1187.25,6593.135,0
750,2018-10-01 00:00:00,1189.35,6611.02,1
751,2018-10-02 00:00:00,1204.7,6562.641667,1
752,2018-10-03 00:00:00,1201.2,6470.4025,1
753,2018-10-04 00:00:00,1203.45,6483.73,1
754,2018-10-05 00:00:00,1203.8,6568.549167,1
755,2018-10-06 00:00:00,1203.8,6581.486667,0
756,2018-10-07 00:00:00,1203.8,6573.62,0
757,2018-10-08 00:00:00,1186.95,6618.567692,1
758,2018-10-09 00:00:00,1185.55,6621.711667,1
759,2018-10-10 00:00:00,1188.6,6626.85,1
760,2018-10-11 00:00:00,1205.55,6248.635833,1
761,2018-10-12 00:00:00,1219.75,6260.530833,1
762,2018-10-13 00:00:00,1219.75,6247,0
763,2018-10-14 00:00:00,1219.75,6299.399167,0
764,2018-10-15 00:00:00,1229.95,6452.571667,1
765,2018-10-16 00:00:00,1230.7,6599.17,1
766,2018-10-17 00:00:00,1229.05,6596.276154,1
767,2018-10-18 00:00:00,1223,6568.040769,1
768,2018-10-19 00:00:00,1227.85,6509.61,1
769,2018-10-20 00:00:00,1227.85,6488.825833,0
770,2018-10-21 00:00:00,1227.85,6531.601667,0
771,2018-10-22 00:00:00,1222.3,6504.78,1
772,2018-10-23 00:00:00,1235.95,6481.426,1
773,2018-10-24 00:00:00,1230.55,6508.31,1
774,2018-10-25 00:00:00,1230.8,6489.77,1
775,2018-10-26 00:00:00,1233.85,6473.753333,1
776,2018-10-27 00:00:00,1233.85,6465.9175,0
777,2018-10-28 00:00:00,1233.85,6457.21,0
778,2018-10-29 00:00:00,1230.8,6382.668333,1
779,2018-10-30 00:00:00,1225.4,6309.452857,1
780,2018-10-31 00:00:00,1214.95,6301.61,1
781,2018-11-01 00:00:00,1231.15,6342.280833,1
782,2018-11-02 00:00:00,1232.1,6387.674167,1
783,2018-11-03 00:00:00,1232.1,6390.42,0
784,2018-11-04 00:00:00,1232.1,6391.873333,0
785,2018-11-05 00:00:00,1232.25,6436.965,1
786,2018-11-06 00:00:00,1231.6,6437.76,1
787,2018-11-07 00:00:00,1229.95,6538.79,1
788,2018-11-08 00:00:00,1224.15,6486.251667,1
789,2018-11-09 00:00:00,1211.4,6444.97,1
790,2018-11-10 00:00:00,1211.4,6399.033333,0
791,2018-11-11 00:00:00,1211.4,6378.268333,0
792,2018-11-12 00:00:00,1205.55,6408.53,1
793,2018-11-13 00:00:00,1202.1,6372.063333,1
794,2018-11-14 00:00:00,1203.25,6176.155,1
795,2018-11-15 00:00:00,1211.85,5756.77,1
796,2018-11-16 00:00:00,1222.4,5596.1925,1
797,2018-11-17 00:00:00,1222.4,5558.243333,0
798,2018-11-18 00:00:00,1222.4,5572.44,0
799,2018-11-19 00:00:00,1221.6,5303.9425,1
800,2018-11-20 00:00:00,1223,4671.97,1
801,2018-11-21 00:00:00,1226.1,4491.98,1
802,2018-11-22 00:00:00,1227.05,4548.7975,1
803,2018-11-23 00:00:00,1223.65,4309.3375,1
804,2018-11-24 00:00:00,1223.65,4352.98,0
805,2018-11-25 00:00:00,1223.65,3823.511667,0
806,2018-11-26 00:00:00,1223.4,3920.536667,1
807,2018-11-27 00:00:00,1221.2,3793.35,1
808,2018-11-28 00:00:00,1213.25,4103.453846,1
809,2018-11-29 00:00:00,1226.25,4263.783333,1
810,2018-11-30 00:00:00,1217.55,4278.77,1
811,2018-12-01 00:00:00,1217.55,4116.7775,0
812,2018-12-02 00:00:00,1217.55,4167.546667,0
813,2018-12-03 00:00:00,1230.3,4140.6,1
814,2018-12-04 00:00:00,1240.3,3961.493333,1
815,2018-12-05 00:00:00,1235.9,3858.349167,1
816,2018-12-06 00:00:00,1242.55,3744.98,1
817,2018-12-07 00:00:00,1243.3,3405.643333,1
818,2018-12-08 00:00:00,1243.3,3435.34,0
819,2018-12-09 00:00:00,1243.3,3453.66,0
820,2018-12-10 00:00:00,1245.35,3523.96,1
821,2018-12-11 00:00:00,1245.3,3426.19,1
822,2018-12-12 00:00:00,1245.75,3407.28,1
823,2018-12-13 00:00:00,1242.75,3406.7625,1
824,2018-12-14 00:00:00,1235.35,3278.374167,1
825,2018-12-15 00:00:00,1235.35,3242.42,0
826,2018-12-16 00:00:00,1235.35,3271.238333,0
827,2018-12-17 00:00:00,1241.65,3392.405,1
828,2018-12-18 00:00:00,1246.3,3556.54,1
829,2018-12-19 00:00:00,1255,3808.0425,1
830,2018-12-20 00:00:00,1259.75,3982.850833,1
831,2018-12-21 00:00:00,1258.15,4135.19,1
832,2018-12-22 00:00:00,1258.15,3910.973333,0
833,2018-12-23 00:00:00,1258.15,4027.478333,0
834,2018-12-24 00:00:00,1258.15,3995.17,0
835,2018-12-25 00:00:00,1258.15,3813.88,0
836,2018-12-26 00:00:00,1258.15,3825.379167,0
837,2018-12-27 00:00:00,1268,3848.21,1
838,2018-12-28 00:00:00,1279,3743.905,1
839,2018-12-29 00:00:00,1279,3912.285833,0
840,2018-12-30 00:00:00,1279,3770.36,0
841,2018-12-31 00:00:00,1279,3791.545833,0
842,2019-01-01 00:00:00,1279,3752.271667,0
843,2019-01-02 00:00:00,1282.9,3855.88,1
844,2019-01-03 00:00:00,1290.45,3865.7975,1
845,2019-01-04 00:00:00,1279.9,3822.626667,1
846,2019-01-05 00:00:00,1279.9,3856.62,0
847,2019-01-06 00:00:00,1279.9,3920.456667,0
848,2019-01-07 00:00:00,1292.2,4036.093333,1
849,2019-01-08 00:00:00,1286.45,4032.25,1
850,2019-01-09 00:00:00,1288.6,4034.138333,1
851,2019-01-10 00:00:00,1291.9,3812.585833,1
852,2019-01-11 00:00:00,1288.95,3646.25,1
853,2019-01-12 00:00:00,1288.95,3646.345833,0
854,2019-01-13 00:00:00,1288.95,3599.841667,0
855,2019-01-14 00:00:00,1292.75,3531.96,1
856,2019-01-15 00:00:00,1294.4,3656.785,1
857,2019-01-16 00:00:00,1292.3,3621.270833,1
858,2019-01-17 00:00:00,1290.7,3621.43,1
859,2019-01-18 00:00:00,1284.2,3632.395,1
860,2019-01-19 00:00:00,1284.2,3690.523333,0
861,2019-01-20 00:00:00,1284.2,3703.98,0
862,2019-01-21 00:00:00,1279.55,3548.4275,1
863,2019-01-22 00:00:00,1282.1,3540.02,1
864,2019-01-23 00:00:00,1279.8,3587.35,1
865,2019-01-24 00:00:00,1283.7,3566.4,1
866,2019-01-25 00:00:00,1293.9,3586.25,1
867,2019-01-26 00:00:00,1293.9,3577.79,0
868,2019-01-27 00:00:00,1293.9,3576.3,0
869,2019-01-28 00:00:00,1302.15,3554.5,1
870,2019-01-29 00:00:00,1307.55,3448.58,1
871,2019-01-30 00:00:00,1310.7,3421.6,1
872,2019-01-31 00:00:00,1323.25,3470,1
873,2019-02-01 00:00:00,1318.7,3444.81,1
874,2019-02-02 00:00:00,1318.7,3475.33,0
875,2019-02-03 00:00:00,1318.7,3506.22,0
876,2019-02-04 00:00:00,1312.15,3456.02,1
877,2019-02-05 00:00:00,1314.2,3452.35,1
878,2019-02-06 00:00:00,1312.4,3467.34,1
879,2019-02-07 00:00:00,1310,3405.7,1
880,2019-02-08 00:00:00,1314.85,3394.76,1
881,2019-02-09 00:00:00,1314.85,3661.08,0
882,2019-02-10 00:00:00,1314.85,3664.38,0
883,2019-02-11 00:00:00,1306.4,3686.29,1
884,2019-02-12 00:00:00,1310,3629.47,1
885,2019-02-13 00:00:00,1312.8,3632.42,1
886,2019-02-14 00:00:00,1311.45,3614.5,1
887,2019-02-15 00:00:00,1316.55,3600.31,1
888,2019-02-16 00:00:00,1316.55,3608.2,0
889,2019-02-17 00:00:00,1316.55,3619.55,0
890,2019-02-18 00:00:00,1325.5,3670.74,1
891,2019-02-19 00:00:00,1334.15,3910.8,1
892,2019-02-20 00:00:00,1343.75,3926.53,1
893,2019-02-21 00:00:00,1331.25,3987.18,1
894,2019-02-22 00:00:00,1329.05,3944.88,1
895,2019-02-23 00:00:00,1329.05,3983.48,0
896,2019-02-24 00:00:00,1329.05,4139.6,0
897,2019-02-25 00:00:00,1331.05,3766.89,1
898,2019-02-26 00:00:00,1325.05,3848.33,1
899,2019-02-27 00:00:00,1322.85,3831.45,1
900,2019-02-28 00:00:00,1319.15,3833.23,1
901,2019-03-01 00:00:00,1311.95,3850.08,1
902,2019-03-02 00:00:00,1311.95,3834.62,0
903,2019-03-03 00:00:00,1311.95,3831.44,0
904,2019-03-04 00:00:00,1285.4,3814.58,1
905,2019-03-05 00:00:00,1283.8,3730.98,1
906,2019-03-06 00:00:00,1285.85,3872.25,1
907,2019-03-07 00:00:00,1285.3,3876.85,1
908,2019-03-08 00:00:00,1296.75,3886.82,1
909,2019-03-09 00:00:00,1296.75,3875.96,0
910,2019-03-10 00:00:00,1296.75,3950.56,0
911,2019-03-11 00:00:00,1292.75,3928.17,1
912,2019-03-12 00:00:00,1297.05,3881.09,1
913,2019-03-13 00:00:00,1306.95,3892.51,1
914,2019-03-14 00:00:00,1295.55,3877.77,1
915,2019-03-15 00:00:00,1303.5,3885.21,1
916,2019-03-16 00:00:00,1303.5,3936.5,0
917,2019-03-17 00:00:00,1303.5,4015.95,0
918,2019-03-18 00:00:00,1305.6,3994.92,1
919,2019-03-19 00:00:00,1307.7,3998.77,1
920,2019-03-20 00:00:00,1303.7,4029.11,1
921,2019-03-21 00:00:00,1309.6,4056.4,1
922,2019-03-22 00:00:00,1311.3,3992.34,1
923,2019-03-23 00:00:00,1311.3,3999.06,0
924,2019-03-24 00:00:00,1311.3,4011.92,0
925,2019-03-25 00:00:00,1319.55,3994.11,1
926,2019-03-26 00:00:00,1316.3,3935.89,1
927,2019-03-27 00:00:00,1309.7,3947.74,1
928,2019-03-28 00:00:00,1295.15,4048.51,1
929,2019-03-29 00:00:00,1295.4,4037.37,1
930,2019-03-30 00:00:00,1295.4,4115.55,0
931,2019-03-31 00:00:00,1295.4,4114.44,0
932,2019-04-01 00:00:00,1293.5,4114.16,1
933,2019-04-02 00:00:00,1290.3,4152.53,1
934,2019-04-03 00:00:00,1290.45,4882.88,1
935,2019-04-04 00:00:00,1283.15,4959.81,1
936,2019-04-05 00:00:00,1288.45,4911.24,1
937,2019-04-06 00:00:00,1288.45,5028.77,0
938,2019-04-07 00:00:00,1288.45,5053.52,0
939,2019-04-08 00:00:00,1300,5189.39,1
940,2019-04-09 00:00:00,1303,5268.71,1
941,2019-04-10 00:00:00,1305.45,5175.81,1
942,2019-04-11 00:00:00,1298.8,5310.18,1
943,2019-04-12 00:00:00,1294.3,5035.02,1
944,2019-04-13 00:00:00,1294.3,5072.85,0
945,2019-04-14 00:00:00,1294.3,5064.62,0
946,2019-04-15 00:00:00,1285.65,5152.51,1
947,2019-04-16 00:00:00,1276.35,5036.18,1
948,2019-04-17 00:00:00,1275.85,5196.65,1
949,2019-04-18 00:00:00,1275.7,5220.37,1
950,2019-04-19 00:00:00,1275.7,5276.31,0
951,2019-04-20 00:00:00,1275.7,5277.04,0
952,2019-04-21 00:00:00,1275.7,5309.28,0
953,2019-04-22 00:00:00,1275.7,5281.83,0
954,2019-04-23 00:00:00,1269.5,5377.19,1
955,2019-04-24 00:00:00,1271.65,5518.16,1
956,2019-04-25 00:00:00,1280.8,5434.19,1
957,2019-04-26 00:00:00,1284.2,5195.61,1
958,2019-04-27 00:00:00,1284.2,5292.83,0
959,2019-04-28 00:00:00,1284.2,5280.19,0
960,2019-04-29 00:00:00,1279.5,5301.29,1
961,2019-04-30 00:00:00,1282.3,5260.65,1
962,2019-05-01 00:00:00,1283.8,5269.79,1
963,2019-05-02 00:00:00,1270.95,5326.67,1
964,2019-05-03 00:00:00,1278.55,5390.16,1
965,2019-05-04 00:00:00,1278.55,5657.14,0
966,2019-05-05 00:00:00,1278.55,5771.08,0
967,2019-05-06 00:00:00,1278.55,5717.66,0
968,2019-05-07 00:00:00,1281.2,5684.47,1
969,2019-05-08 00:00:00,1285.2,5755.72,1
970,2019-05-09 00:00:00,1286.1,5936.72,1
971,2019-05-10 00:00:00,1287.1,6146.91,1
972,2019-05-11 00:00:00,1287.1,6348.02,0
973,2019-05-12 00:00:00,1287.1,7248.31,0
974,2019-05-13 00:00:00,1295.6,6978.63,1
975,2019-05-14 00:00:00,1298.4,7823.11,1
976,2019-05-15 00:00:00,1299.1,7992.69,1
977,2019-05-16 00:00:00,1291.7,8206.9,1
978,2019-05-17 00:00:00,1280.8,7885.96,1
979,2019-05-18 00:00:00,1280.8,7362.22,0
980,2019-05-19 00:00:00,1280.8,7265.05,0
981,2019-05-20 00:00:00,1276.85,8193.7,1
982,2019-05-21 00:00:00,1271.15,8007.03,1
983,2019-05-22 00:00:00,1273.8,7952.5,1
984,2019-05-23 00:00:00,1283.65,7625.93,1
985,2019-05-24 00:00:00,1282.5,7880.29,1
986,2019-05-25 00:00:00,1282.5,8003.26,0
987,2019-05-26 00:00:00,1282.5,8071.45,0
988,2019-05-27 00:00:00,1282.5,8744.42,0
989,2019-05-28 00:00:00,1278.3,8770.06,1
990,2019-05-29 00:00:00,1281.65,8719.88,1
991,2019-05-30 00:00:00,1280.95,8662.98,1
992,2019-05-31 00:00:00,1295.55,8272.46,1
993,2019-06-01 00:00:00,1295.55,8553.81,0
994,2019-06-02 00:00:00,1295.55,8554.8,0
995,2019-06-03 00:00:00,1317.1,8739.03,1
996,2019-06-04 00:00:00,1324.25,8134.92,1
997,2019-06-05 00:00:00,1335.05,7675.8,1
998,2019-06-06 00:00:00,1335.5,7786.04,1
999,2019-06-07 00:00:00,1340.65,7803.23,1
1000,2019-06-08 00:00:00,1340.65,7998.29,0
1001,2019-06-09 00:00:00,1340.65,7931.34,0
1002,2019-06-10 00:00:00,1328.6,7640.61,1
1003,2019-06-11 00:00:00,1324.3,8020.38,1
1004,2019-06-12 00:00:00,1332.35,7917.58,1
1005,2019-06-13 00:00:00,1335.9,8173.06,1
1006,2019-06-14 00:00:00,1351.25,8237.88,1
1007,2019-06-15 00:00:00,1351.25,8693.6,0
1008,2019-06-16 00:00:00,1351.25,8859.47,0
1009,2019-06-17 00:00:00,1341.3,8978.99,1
1010,2019-06-18 00:00:00,1341.35,9327.48,1
1011,2019-06-19 00:00:00,1344.05,9076.18,1
1012,2019-06-20 00:00:00,1379.5,9281.7,1
1013,2019-06-21 00:00:00,1397.15,9531.35,1
1014,2019-06-22 00:00:00,1397.15,10209.38,0
1015,2019-06-23 00:00:00,1397.15,10668.63,0
1016,2019-06-24 00:00:00,1405.7,10814.48,1
1017,2019-06-25 00:00:00,1431.4,11017.5,1
1018,2019-06-26 00:00:00,1403.95,11766.4,1
1019,2019-06-27 00:00:00,1402.5,12932.55,1
1020,2019-06-28 00:00:00,1409,11132.85,1
1021,2019-06-29 00:00:00,1409,12374.35,0
1022,2019-06-30 00:00:00,1409,11890.38,0
1023,2019-07-01 00:00:00,1390.1,10737.73,1
1024,2019-07-02 00:00:00,1391.05,10578.72,1
1025,2019-07-03 00:00:00,1413.5,10805.4,1
1026,2019-07-04 00:00:00,1414.9,11984.76,1
1027,2019-07-05 00:00:00,1388.65,11160.49,1
1028,2019-07-06 00:00:00,1388.65,10955.16,0
1029,2019-07-07 00:00:00,1388.65,11232.04,0
