Date,USD(PM),,,,
2020/3/13,1562.8,,,,
2020/3/16,1487.7,,,,
2020/3/17,1536.2,,,,
2020/3/18,1498.2,,,,
2020/3/19,1474.25,,,,
2020/3/20,1494.4,,,,
2020/3/23,1525.4,,,,
2020/3/24,1605.75,,,,
2020/3/25,1605.45,,,,
2020/3/26,1634.8,,,,
2020/3/27,1617.3,,,,
2020/3/30,1618.3,,,,
2020/3/31,1608.95,,,,
2020/4/1,1576.55,,,,
2020/4/2,1616.8,,,,
2020/4/3,1613.1,,,,
2020/4/6,1648.3,,,,
2020/4/7,1649.25,,,,
2020/4/8,1647.8,,,,
2020/4/9,1680.65,,,,
2020/4/14,1741.9,,,,
2020/4/15,1718.65,,,,
2020/4/16,1729.5,,,,
2020/4/17,1692.55,,,,
2020/4/20,1686.2,,,,
2020/4/21,1682.05,,,,
2020/4/22,1710.55,,,,
2020/4/23,1736.25,,,,
2020/4/24,1715.9,,,,
2020/4/27,1714.95,,,,
2020/4/28,1691.55,,,,
2020/4/29,1703.35,,,,
2020/4/30,1702.75,,,,
2020/5/1,1686.25,,,,
2020/5/4,1709.1,,,,
2020/5/5,1699.55,,,,
2020/5/6,1691.5,,,,
2020/5/7,1704.05,,,,
2020/5/11,1702.75,,,,
2020/5/12,1702.4,,,,
2020/5/13,1708.4,,,,
2020/5/14,1731.6,,,,
2020/5/15,1735.35,,,,
2020/5/18,1734.7,,,,
2020/5/19,1737.95,,,,
2020/5/20,1748.3,,,,
2020/5/21,1724.9,,,,
2020/5/22,1733.55,,,,
2020/5/26,1720.25,,,,
2020/5/27,1694.6,,,,
2020/5/28,1717.35,,,,
2020/5/29,1728.7,,,,
2020/6/1,1730.6,,,,
2020/6/2,1742.15,,,,
2020/6/3,1705.35,,,,
2020/6/4,1700.05,,,,
2020/6/5,1683.45,,,,
2020/6/8,1690.35,,,,
2020/6/9,1713.5,,,,
2020/6/10,1722.05,,,,
2020/6/11,1738.25,,,,
2020/6/12,1733.5,,,,
2020/6/15,1710.45,,,,
2020/6/16,1719.85,,,,
2020/6/17,1724.35,,,,
2020/6/18,1719.5,,,,
2020/6/19,1734.75,,,,
2020/6/22,1761.85,,,,
2020/6/23,1768.9,,,,
2020/6/24,1766.05,,,,
2020/6/25,1756.55,,,,
2020/6/26,1747.6,,,,
2020/6/29,1771.6,,,,
2020/6/30,1768.1,,,,
2020/7/1,1771.05,,,,
2020/7/2,1777.45,,,,
2020/7/3,1772.9,,,,
2020/7/6,1787.9,,,,
2020/7/7,1789.55,,,,
2020/7/8,1811.1,,,,
2020/7/9,1812.1,,,,
2020/7/10,1803.1,,,,
2020/7/13,1807.5,,,,
2020/7/14,1801.9,,,,
2020/7/15,1804.6,,,,
2020/7/16,1807.7,,,,
2020/7/17,1807.35,,,,
2020/7/20,1815.65,,,,
2020/7/21,1842.55,,,,
2020/7/22,1852.4,,,,
2020/7/23,1878.3,,,,
2020/7/24,1902.1,,,,
2020/7/27,1936.65,,,,
2020/7/28,1940.9,,,,
2020/7/29,1950.9,,,,
2020/7/30,1957.65,,,,
2020/7/31,1964.9,,,,
2020/8/3,1958.55,,,,
2020/8/4,1977.9,,,,
2020/8/5,2048.15,,,,
2020/8/6,2067.15,,,,
2020/8/7,2031.15,,,,
2020/8/10,2044.5,,,,
2020/8/11,1939.65,,,,
2020/8/12,1931.9,,,,
2020/8/13,1944.25,,,,
2020/8/14,1944.75,,,,
2020/8/17,1972.85,,,,
2020/8/18,2008.75,,,,
2020/8/19,1981,,,,
2020/8/20,1927.15,,,,
2020/8/21,1924.35,,,,
2020/8/24,1943.95,,,,
2020/8/25,1911.15,,,,
2020/8/26,1932.95,,,,
2020/8/27,1923.85,,,,
2020/8/28,1957.35,,,,
2020/9/1,1972.35,,,,
2020/9/2,1947.05,,,,
2020/9/3,1940.45,,,,
2020/9/4,1926.3,,,,
2020/9/7,1928.45,,,,
2020/9/8,1910.95,,,,
2020/9/9,1947.2,,,,
2020/9/10,1966.25,,,,
2020/9/11,1947.4,,,,
2020/9/14,1958.7,,,,
2020/9/15,1949.35,,,,
2020/9/16,1961.8,,,,
2020/9/17,1936.25,,,,
2020/9/18,1950.85,,,,
2020/9/21,1909.35,,,,
2020/9/22,1906,,,,
2020/9/23,1873.4,,,,
2020/9/24,1861.75,,,,
2020/9/25,1859.7,,,,
2020/9/28,1864.3,,,,
2020/9/29,1883.95,,,,
2020/9/30,1886.9,,,,
2020/10/1,1902,,,,
2020/10/2,1903.05,,,,
2020/10/5,1909.6,,,,
2020/10/6,1913.4,,,,
2020/10/7,1884.5,,,,
2020/10/8,1887.45,,,,
2020/10/9,1923.25,,,,
2020/10/12,1925.5,,,,
2020/10/13,1891.3,,,,
2020/10/14,1910.05,,,,
2020/10/15,1891.9,,,,
2020/10/16,1905.05,,,,
2020/10/19,1905.6,,,,
2020/10/20,1898.4,,,,
2020/10/21,1924.15,,,,·
2020/10/22,1900.95,,,,
2020/10/23,1903.65,,,,
2020/10/26,1898.45,,,,
2020/10/27,1905.7,,,,
2020/10/28,1869.95,,,,
2020/10/29,1870.3,,,,
2020/10/30,1881.85,,,,
2020/11/2,1889.9,,,,
2020/11/3,1908.3,,,,
2020/11/4,1900.15,,,,
2020/11/5,1938.45,,,,
2020/11/6,1940.8,,,,
2020/11/9,1867.3,,,,
2020/11/10,1878.7,,,,
2020/11/11,1860.95,,,,
2020/11/12,1874.85,,,,
2020/11/13,1890.9,,,,
2020/11/16,1885.6,,,,
2020/11/17,1889.05,,,,
2020/11/18,1876.1,,,,
2020/11/19,1857.35,,,,
2020/11/20,1875.7,,,,
2020/11/23,1840.2,,,,
2020/11/24,1799.6,,,,
2020/11/25,1810.2,,,,
2020/11/26,1807.4,,,,
2020/11/27,1779.3,,,,
2020/11/30,1762.55,,,,
2020/12/1,1810.75,,,,
2020/12/2,1822.6,,,,
2020/12/3,1832.35,,,,
2020/12/4,1843,,,,
2020/12/7,1859.95,,,,
2020/12/8,1868.15,,,,
2020/12/9,1841.75,,,,
2020/12/10,1844.35,,,,
2020/12/11,1842,,,,
2020/12/14,1831.15,,,,
2020/12/15,1850.65,,,,
2020/12/16,1851.95,,,,
2020/12/17,1890.75,,,,
2020/12/18,1879.75,,,,
2020/12/21,1880,,,,
2020/12/22,1877.1,,,,
2020/12/23,1875,,,,
2020/12/29,1874.3,,,,
2020/12/30,1887.6,,,,
2021/1/4,1943.2,,,,
2021/1/5,1940.35,,,,
2021/1/6,1931.95,,,,
2021/1/7,1920.1,,,,
2021/1/8,1862.9,,,,
2021/1/11,1847.25,,,,
2021/1/12,1841.25,,,,
2021/1/13,1858.85,,,,
2021/1/14,1841.75,,,,
2021/1/15,1839,,,,
2021/1/18,1833.05,,,,
2021/1/19,1834.7,,,,
2021/1/20,1856.6,,,,
2021/1/21,1862.1,,,,
2021/1/22,1852.7,,,,
2021/1/25,1856.85,,,,
2021/1/26,1856.6,,,,
2021/1/27,1843,,,,
2021/1/28,1853.7,,,,
2021/1/29,1863.8,,,,
2021/2/1,1862.95,,,,
2021/2/2,1833.1,,,,
2021/2/3,1835.45,,,,
2021/2/4,1785.9,,,,
2021/2/5,1802.95,,,,
2021/2/8,1835.25,,,,
2021/2/9,1839.6,,,,
2021/2/10,1842.65,,,,
2021/2/11,1840.1,,,,
2021/2/12,1816.35,,,,
2021/2/15,1817.3,,,,
2021/2/16,1794.25,,,,
2021/2/17,1780.7,,,,
2021/2/18,1773.15,,,,
2021/2/19,1786.2,,,,
2021/2/22,1807.45,,,,
2021/2/23,1799.65,,,,
2021/2/24,1788,,,,
2021/2/25,1779.65,,,,
2021/2/26,1742.85,,,,
2021/3/1,1734.15,,,,
2021/3/2,1723.85,,,,
2021/3/3,1711.4,,,,
2021/3/4,1712.1,,,,
2021/3/5,1696.25,,,,
2021/3/8,1687.05,,,,
2021/3/9,1716.9,,,,
2021/3/10,1716.2,,,,
2021/3/11,1724.25,,,,
2021/3/12,1704.8,,,,
2021/3/15,1723.65,,,,
2021/3/16,1735,,,,
2021/3/17,1729.65,,,,
2021/3/18,1725.9,,,,
2021/3/19,1735.2,,,,
2021/3/22,1736.15,,,,
2021/3/23,1726.2,,,,
2021/3/24,1730.5,,,,
2021/3/25,1737.3,,,,
2021/3/26,1731.8,,,,
2021/3/29,1705.95,,,,
2021/3/30,1683.95,,,,
2021/3/31,1691.05,,,,
2021/4/1,1726.05,,,,
2021/4/6,1744.65,,,,
2021/4/7,1738.05,,,,
2021/4/8,1755.5,,,,
2021/4/9,1741.2,,,,
2021/4/12,1732.85,,,,
2021/4/13,1747.95,,,,
2021/4/14,1735.55,,,,
2021/4/15,1757.2,,,,
2021/4/16,1774.45,,,,
2021/4/19,1774.5,,,,
2021/4/20,1777.85,,,,
2021/4/21,1798.2,,,,
2021/4/22,1787.75,,,,
2021/4/23,1781.8,,,,
2021/4/26,1773.35,,,,
2021/4/27,1784.15,,,,
2021/4/28,1772.2,,,,
2021/4/29,1762.65,,,,
2021/4/30,1767.65,,,,
2021/5/4,1797.75,,,,
2021/5/5,1782.25,,,,
2021/5/6,1813.15,,,,
2021/5/7,1836.55,,,,
2021/5/10,1840.45,,,,
2021/5/11,1829.1,,,,
2021/5/12,1830.7,,,,
2021/5/13,1821.8,,,,
2021/5/14,1838.1,,,,
2021/5/17,1853.7,,,,
2021/5/18,1866.75,,,,
2021/5/19,1888.45,,,,
2021/5/20,1878.3,,,,
2021/5/21,1875.9,,,,
2021/5/24,1880.15,,,,
2021/5/25,1887,,,,
2021/5/26,1899.75,,,,
2021/5/27,1891.45,,,,
2021/5/28,1899.95,,,,
2021/6/1,1899.35,,,,
2021/6/2,1902.75,,,,
2021/6/3,1866.55,,,,
2021/6/4,1890.6,,,,
2021/6/7,1888.4,,,,
2021/6/8,1893.15,,,,
2021/6/9,1894.6,,,,
2021/6/10,1888.65,,,,
2021/6/11,1881.05,,,,
2021/6/14,1865.6,,,,
2021/6/15,1865.1,,,,
2021/6/16,1860.75,,,,
2021/6/17,1778.7,,,,
2021/6/18,1773.1,,,,
2021/6/21,1775.05,,,,
2021/6/22,1775.05,,,,
2021/6/23,1791.6,,,,
2021/6/24,1784.85,,,,
2021/6/25,1786.65,,,,
2021/6/28,1780.3,,,,
2021/6/29,1755.45,,,,
2021/6/30,1763.15,,,,
2021/7/1,1781.5,,,,
2021/7/2,1786.15,,,,
2021/7/5,1791.35,,,,
2021/7/6,1809.85,,,,
2021/7/7,1804.65,,,,
2021/7/8,1807.7,,,,
2021/7/9,1806,,,,
2021/7/12,1792.4,,,,
2021/7/13,1813.85,,,,
2021/7/14,1823.2,,,,
2021/7/15,1823.75,,,,
2021/7/16,1824.3,,,,
2021/7/19,1814.9,,,,
2021/7/20,1823.05,,,,
2021/7/21,1802.15,,,,
2021/7/22,1799.45,,,,
2021/7/23,1799.6,,,,
2021/7/26,1800.2,,,,
2021/7/27,1800.35,,,,
2021/7/28,1796.6,,,,
2021/7/29,1829.3,,,,
2021/7/30,1825.75,,,,
2021/8/2,1811.45,,,,
2021/8/3,1812.65,,,,
2021/8/4,1829.1,,,,
2021/8/5,1800.75,,,,
2021/8/6,1762.9,,,,
2021/8/9,1738.85,,,,
2021/8/10,1723.35,,,,
2021/8/11,1743.6,,,,
2021/8/12,1747.4,,,,
2021/8/13,1773.85,,,,
2021/8/16,1786.35,,,,
2021/8/17,1789.45,,,,
2021/8/18,1783.45,,,,
2021/8/19,1782.05,,,,
2021/8/20,1779.05,,,,
2021/8/23,1802,,,,
2021/8/24,1808.45,,,,
2021/8/25,1788.7,,,,
2021/8/26,1786.6,,,,
2021/8/27,1798.5,,,,
2021/8/31,1814.85,,,,
2021/9/1,1811.8,,,,
2021/9/2,1812.55,,,,
2021/9/3,1823.7,,,,
2021/9/6,1821.6,,,,
2021/9/7,1802.15,,,,
2021/9/8,1786,,,,
2021/9/9,1788.25,,,,
2021/9/10,1794.6,,,,
