,Date,Value,USD(PM)
764,2018/10/15,6452.571667,0.0
765,2018/10/16,6599.17,0.0
766,2018/10/17,6596.276154,0.0
767,2018/10/18,6568.040769,0.0
768,2018/10/19,6509.61,0.0
769,2018/10/20,6488.825833,0.0
770,2018/10/21,6531.601667,0.0
771,2018/10/22,6504.78,0.0
772,2018/10/23,6481.426,0.0
773,2018/10/24,6508.31,0.0
774,2018/10/25,6489.77,0.0
775,2018/10/26,6473.753333,0.0
776,2018/10/27,6465.9175,0.0
777,2018/10/28,6457.21,0.0
778,2018/10/29,6382.668333,0.0
779,2018/10/30,6309.452857,0.0
780,2018/10/31,6301.61,0.0
781,2018/11/1,6342.280833,0.0
782,2018/11/2,6387.674167,0.0
783,2018/11/3,6390.42,0.0
784,2018/11/4,6391.873333,0.0
785,2018/11/5,6436.965,0.0
786,2018/11/6,6437.76,0.0
787,2018/11/7,6538.79,0.0
788,2018/11/8,6486.251667,0.0
789,2018/11/9,6444.97,0.0
790,2018/11/10,6399.033333,0.0
791,2018/11/11,6378.268333,0.0
792,2018/11/12,6408.53,0.0
793,2018/11/13,6372.063333,0.0
794,2018/11/14,6176.155,0.0
795,2018/11/15,5756.77,0.0
796,2018/11/16,5596.1925,0.0
797,2018/11/17,5558.243333,0.0
798,2018/11/18,5572.44,0.0
799,2018/11/19,5303.9425,0.0
800,2018/11/20,4671.97,0.0
801,2018/11/21,4491.98,0.0
802,2018/11/22,4548.7975,0.0
803,2018/11/23,4309.3375,0.0
804,2018/11/24,4352.98,0.0
805,2018/11/25,3823.511667,0.0
806,2018/11/26,3920.536667,0.0
807,2018/11/27,3793.35,0.0
808,2018/11/28,4103.453846,0.0
809,2018/11/29,4263.783333,0.0
810,2018/11/30,4278.77,0.0
811,2018/12/1,4116.7775,0.0
812,2018/12/2,4167.546667,0.0
813,2018/12/3,4140.6,0.0
814,2018/12/4,3961.493333,0.0
815,2018/12/5,3858.349167,0.0
816,2018/12/6,3744.98,0.0
817,2018/12/7,3405.643333,0.0
818,2018/12/8,3435.34,0.0
819,2018/12/9,3453.66,0.0
820,2018/12/10,3523.96,0.0
821,2018/12/11,3426.19,0.0
822,2018/12/12,3407.28,0.0
823,2018/12/13,3406.7625,0.0
824,2018/12/14,3278.374167,0.0
825,2018/12/15,3242.42,0.0
826,2018/12/16,3271.238333,0.0
827,2018/12/17,3392.405,0.0
828,2018/12/18,3556.54,0.0
829,2018/12/19,3808.0425,0.0
830,2018/12/20,3982.850833,0.0
831,2018/12/21,4135.19,0.0
832,2018/12/22,3910.973333,0.0
833,2018/12/23,4027.478333,0.0
834,2018/12/24,3995.17,0.0
835,2018/12/25,3813.88,0.0
836,2018/12/26,3825.379167,0.0
837,2018/12/27,3848.21,0.0
838,2018/12/28,3743.905,0.0
839,2018/12/29,3912.285833,0.0
840,2018/12/30,3770.36,0.0
841,2018/12/31,3791.545833,0.0
842,2019/1/1,3752.271667,0.0
843,2019/1/2,3855.88,0.0
844,2019/1/3,3865.7975,0.0
845,2019/1/4,3822.626667,0.0
846,2019/1/5,3856.62,0.0
847,2019/1/6,3920.456667,0.0
848,2019/1/7,4036.093333,0.0
849,2019/1/8,4032.25,0.0
850,2019/1/9,4034.138333,0.0
851,2019/1/10,3812.585833,0.0
852,2019/1/11,3646.25,0.0
853,2019/1/12,3646.345833,0.0
854,2019/1/13,3599.841667,0.0
855,2019/1/14,3531.96,0.0
856,2019/1/15,3656.785,0.0
857,2019/1/16,3621.270833,0.0
858,2019/1/17,3621.43,0.0
859,2019/1/18,3632.395,0.0
860,2019/1/19,3690.523333,0.0
861,2019/1/20,3703.98,0.0
862,2019/1/21,3548.4275,0.0
863,2019/1/22,3540.02,0.0
864,2019/1/23,3587.35,0.0
865,2019/1/24,3566.4,0.0
866,2019/1/25,3586.25,0.0
867,2019/1/26,3577.79,0.0
868,2019/1/27,3576.3,0.0
869,2019/1/28,3554.5,0.0
870,2019/1/29,3448.58,0.0
871,2019/1/30,3421.6,0.0
872,2019/1/31,3470.0,0.0
873,2019/2/1,3444.81,0.0
874,2019/2/2,3475.33,0.0
875,2019/2/3,3506.22,0.0
876,2019/2/4,3456.02,0.0
877,2019/2/5,3452.35,0.0
878,2019/2/6,3467.34,0.0
879,2019/2/7,3405.7,0.0
880,2019/2/8,3394.76,0.0
881,2019/2/9,3661.08,0.0
882,2019/2/10,3664.38,0.0
883,2019/2/11,3686.29,0.0
884,2019/2/12,3629.47,0.0
885,2019/2/13,3632.42,0.0
886,2019/2/14,3614.5,0.0
887,2019/2/15,3600.31,0.0
888,2019/2/16,3608.2,0.0
889,2019/2/17,3619.55,0.0
890,2019/2/18,3670.74,0.0
891,2019/2/19,3910.8,0.0
892,2019/2/20,3926.53,0.0
893,2019/2/21,3987.18,0.0
894,2019/2/22,3944.88,0.0
895,2019/2/23,3983.48,0.0
896,2019/2/24,4139.6,0.0
897,2019/2/25,3766.89,0.0
898,2019/2/26,3848.33,0.0
899,2019/2/27,3831.45,0.0
900,2019/2/28,3833.23,0.0
901,2019/3/1,3850.08,0.0
902,2019/3/2,3834.62,0.0
903,2019/3/3,3831.44,0.0
904,2019/3/4,3814.58,0.0
905,2019/3/5,3730.98,0.0
906,2019/3/6,3872.25,0.0
907,2019/3/7,3876.85,0.0
908,2019/3/8,3886.82,0.0
909,2019/3/9,3875.96,0.0
910,2019/3/10,3950.56,0.0
911,2019/3/11,3928.17,0.0
912,2019/3/12,3881.09,0.0
913,2019/3/13,3892.51,0.0
914,2019/3/14,3877.77,0.0
915,2019/3/15,3885.21,0.0
916,2019/3/16,3936.5,0.0
917,2019/3/17,4015.95,0.0
918,2019/3/18,3994.92,0.0
919,2019/3/19,3998.77,0.0
920,2019/3/20,4029.11,0.0
921,2019/3/21,4056.4,0.0
922,2019/3/22,3992.34,0.0
923,2019/3/23,3999.06,0.0
924,2019/3/24,4011.92,0.0
925,2019/3/25,3994.11,0.0
926,2019/3/26,3935.89,0.0
927,2019/3/27,3947.74,0.0
928,2019/3/28,4048.51,0.0
929,2019/3/29,4037.37,0.0
930,2019/3/30,4115.55,0.0
931,2019/3/31,4114.44,0.0
932,2019/4/1,4114.16,0.0
933,2019/4/2,4152.53,0.0
934,2019/4/3,4882.88,0.0
935,2019/4/4,4959.81,0.0
936,2019/4/5,4911.24,0.0
937,2019/4/6,5028.77,0.0
938,2019/4/7,5053.52,0.0
939,2019/4/8,5189.39,0.0
940,2019/4/9,5268.71,0.0
941,2019/4/10,5175.81,0.0
942,2019/4/11,5310.18,0.0
943,2019/4/12,5035.02,0.0
944,2019/4/13,5072.85,0.0
945,2019/4/14,5064.62,0.0
946,2019/4/15,5152.51,0.0
947,2019/4/16,5036.18,0.0
948,2019/4/17,5196.65,0.0
949,2019/4/18,5220.37,0.0
950,2019/4/19,5276.31,0.0
951,2019/4/20,5277.04,0.0
952,2019/4/21,5309.28,0.0
953,2019/4/22,5281.83,0.0
954,2019/4/23,5377.19,0.0
955,2019/4/24,5518.16,0.0
956,2019/4/25,5434.19,0.0
957,2019/4/26,5195.61,0.0
958,2019/4/27,5292.83,0.0
959,2019/4/28,5280.19,0.0
960,2019/4/29,5301.29,0.0
961,2019/4/30,5260.65,0.0
962,2019/5/1,5269.79,0.0
963,2019/5/2,5326.67,0.0
964,2019/5/3,5390.16,0.0
965,2019/5/4,5657.14,0.0
966,2019/5/5,5771.08,0.0
967,2019/5/6,5717.66,0.0
968,2019/5/7,5684.47,0.0
969,2019/5/8,5755.72,0.0
970,2019/5/9,5936.72,0.0
971,2019/5/10,6146.91,0.0
972,2019/5/11,6348.02,0.0
973,2019/5/12,7248.31,0.0
974,2019/5/13,6978.63,0.0
975,2019/5/14,7823.11,0.0
976,2019/5/15,7992.69,0.0
977,2019/5/16,8206.9,0.0
978,2019/5/17,7885.96,0.0
979,2019/5/18,7362.22,0.0
980,2019/5/19,7265.05,0.0
981,2019/5/20,8193.7,0.0
982,2019/5/21,8007.03,0.0
983,2019/5/22,7952.5,0.0
984,2019/5/23,7625.93,0.0
985,2019/5/24,7880.29,0.0
986,2019/5/25,8003.26,0.0
987,2019/5/26,8071.45,0.0
988,2019/5/27,8744.42,0.0
989,2019/5/28,8770.06,0.0
990,2019/5/29,8719.88,0.0
991,2019/5/30,8662.98,0.0
992,2019/5/31,8272.46,0.0
993,2019/6/1,8553.81,0.0
994,2019/6/2,8554.8,0.0
995,2019/6/3,8739.03,0.0
996,2019/6/4,8134.92,0.0
997,2019/6/5,7675.8,0.0
998,2019/6/6,7786.04,0.0
999,2019/6/7,7803.23,0.0
1000,2019/6/8,7998.29,0.0
1001,2019/6/9,7931.34,0.0
1002,2019/6/10,7640.61,0.0
1003,2019/6/11,8020.38,0.0
1004,2019/6/12,7917.58,0.0
1005,2019/6/13,8173.06,0.0
1006,2019/6/14,8237.88,0.0
1007,2019/6/15,8693.6,0.0
1008,2019/6/16,8859.47,0.0
1009,2019/6/17,8978.99,0.0
1010,2019/6/18,9327.48,0.0
1011,2019/6/19,9076.18,0.0
1012,2019/6/20,9281.7,0.0
1013,2019/6/21,9531.35,0.0
1014,2019/6/22,10209.38,0.0
1015,2019/6/23,10668.63,0.0
1016,2019/6/24,10814.48,0.0
1017,2019/6/25,11017.5,0.0
1018,2019/6/26,11766.4,0.0
1019,2019/6/27,12932.55,0.0
1020,2019/6/28,11132.85,0.0
1021,2019/6/29,12374.35,0.0
1022,2019/6/30,11890.38,0.0
1023,2019/7/1,10737.73,0.0
1024,2019/7/2,10578.72,0.0
1025,2019/7/3,10805.4,0.0
1026,2019/7/4,11984.76,0.0
1027,2019/7/5,11160.49,0.0
1028,2019/7/6,10955.16,0.0
1029,2019/7/7,11232.04,0.0
1030,2019/7/8,11477.01,0.0
1031,2019/7/9,12313.08,0.0
1032,2019/7/10,12586.78,0.0
1033,2019/7/11,12099.9,0.0
1034,2019/7/12,11352.87,0.0
1035,2019/7/13,11803.97,0.0
1036,2019/7/14,11389.1,0.0
1037,2019/7/15,10186.96,0.0
1038,2019/7/16,10873.5,0.0
1039,2019/7/17,9397.72,0.0
1040,2019/7/18,9674.28,0.0
1041,2019/7/19,10638.56,0.0
1042,2019/7/20,10535.75,0.0
1043,2019/7/21,10764.9,0.0
1044,2019/7/22,10587.41,0.0
1045,2019/7/23,10323.62,0.0
1046,2019/7/24,9844.3,0.0
1047,2019/7/25,9772.17,0.0
1048,2019/7/26,9875.17,0.0
1049,2019/7/27,9848.65,0.0
1050,2019/7/28,9473.99,0.0
1051,2019/7/29,9530.0,0.0
1052,2019/7/30,9501.33,0.0
1053,2019/7/31,9589.13,0.0
1054,2019/8/1,10084.7,0.0
1055,2019/8/2,10407.17,0.0
1056,2019/8/3,10529.55,0.0
1057,2019/8/4,10814.57,0.0
1058,2019/8/5,10980.23,0.0
1059,2019/8/6,11787.99,0.0
1060,2019/8/7,11465.67,0.0
1061,2019/8/8,11960.82,0.0
1062,2019/8/9,11996.41,0.0
1063,2019/8/10,11856.64,0.0
1064,2019/8/11,11282.22,0.0
1065,2019/8/12,11566.84,0.0
1066,2019/8/13,11386.26,0.0
1067,2019/8/14,10858.12,0.0
1068,2019/8/15,10016.96,0.0
1069,2019/8/16,10302.17,0.0
1070,2019/8/17,10359.44,0.0
1071,2019/8/18,10214.52,0.0
1072,2019/8/19,10317.6,0.0
1073,2019/8/20,10917.26,0.0
1074,2019/8/21,10760.56,0.0
1075,2019/8/22,10129.4,0.0
1076,2019/8/23,10111.98,0.0
1077,2019/8/24,10405.81,0.0
1078,2019/8/25,10143.8,0.0
1079,2019/8/26,10135.06,0.0
1080,2019/8/27,10360.28,0.0
1081,2019/8/28,10171.95,0.0
1082,2019/8/29,9717.82,0.0
1083,2019/8/30,9484.55,0.0
1084,2019/8/31,9577.99,0.0
1085,2019/9/1,9600.9,0.0
1086,2019/9/2,9769.79,0.0
1087,2019/9/3,10386.64,0.0
1088,2019/9/4,10621.29,0.0
1089,2019/9/5,10584.16,0.0
1090,2019/9/6,10577.8,0.0
1091,2019/9/7,10317.47,0.0
1092,2019/9/8,10487.21,0.0
1093,2019/9/9,10406.31,0.0
1094,2019/9/10,10313.66,0.0
1095,2019/9/11,10101.03,0.0
1096,2019/9/12,10159.32,0.0
1097,2019/9/13,10420.16,0.0
1098,2019/9/14,10363.9,0.0
1099,2019/9/15,10361.33,0.0
1100,2019/9/16,10310.43,0.0
1101,2019/9/17,10265.63,0.0
1102,2019/9/18,10190.36,0.0
1103,2019/9/19,10157.59,0.0
1104,2019/9/20,10275.88,0.0
1105,2019/9/21,10173.11,0.0
1106,2019/9/22,9979.49,0.0
1107,2019/9/23,10033.05,0.0
1108,2019/9/24,9683.38,0.0
1109,2019/9/25,8553.61,0.0
1110,2019/9/26,8432.23,0.0
1111,2019/9/27,8055.64,0.0
1112,2019/9/28,8193.9,0.0
1113,2019/9/29,8225.0,0.0
1114,2019/9/30,8056.74,0.0
1115,2019/10/1,8307.74,0.0
1116,2019/10/2,8322.92,0.0
1117,2019/10/3,8382.03,0.0
1118,2019/10/4,8236.17,0.0
1119,2019/10/5,8155.48,0.0
1120,2019/10/6,8147.69,0.0
1121,2019/10/7,7869.74,0.0
1122,2019/10/8,8212.02,0.0
1123,2019/10/9,8190.0,0.0
1124,2019/10/10,8587.92,0.0
1125,2019/10/11,8586.9,0.0
1126,2019/10/12,8269.73,0.0
1127,2019/10/13,8308.01,0.0
1128,2019/10/14,8283.76,0.0
1129,2019/10/15,8353.54,0.0
1130,2019/10/16,8162.16,0.0
1131,2019/10/17,8002.51,0.0
1132,2019/10/18,8076.78,0.0
1133,2019/10/19,7954.15,0.0
1134,2019/10/20,7960.04,0.0
1135,2019/10/21,8231.06,0.0
1136,2019/10/22,8222.52,0.0
1137,2019/10/23,8026.76,0.0
1138,2019/10/24,7469.56,0.0
1139,2019/10/25,7431.88,0.0
1140,2019/10/26,8666.79,0.0
1141,2019/10/27,9259.8,0.0
1142,2019/10/28,9551.54,0.0
1143,2019/10/29,9218.76,0.0
1144,2019/10/30,9433.35,0.0
1145,2019/10/31,9164.62,0.0
1146,2019/11/1,9147.98,0.0
1147,2019/11/2,9252.99,0.0
1148,2019/11/3,9301.18,0.0
1149,2019/11/4,9206.16,0.0
1150,2019/11/5,9418.05,0.0
1151,2019/11/6,9310.19,0.0
1152,2019/11/7,9343.34,0.0
1153,2019/11/8,9204.24,0.0
1154,2019/11/9,8766.04,0.0
1155,2019/11/10,8809.41,0.0
1156,2019/11/11,9037.12,0.0
1157,2019/11/12,8717.81,0.0
1158,2019/11/13,8801.52,0.0
1159,2019/11/14,8762.42,0.0
1160,2019/11/15,8632.32,0.0
1161,2019/11/16,8457.69,0.0
1162,2019/11/17,8482.7,0.0
1163,2019/11/18,8503.93,0.0
1164,2019/11/19,8175.99,0.0
1165,2019/11/20,8120.8,0.0
1166,2019/11/21,8081.81,0.0
1167,2019/11/22,7617.07,0.0
1168,2019/11/23,7286.35,0.0
1169,2019/11/24,7324.03,0.0
1170,2019/11/25,6907.4,0.0
1171,2019/11/26,7130.25,0.0
1172,2019/11/27,7163.63,0.0
1173,2019/11/28,7523.83,0.0
1174,2019/11/29,7431.0,0.0
1175,2019/11/30,7757.47,0.0
1176,2019/12/1,7557.72,0.0
1177,2019/12/2,7402.69,0.0
1178,2019/12/3,7309.59,0.0
1179,2019/12/4,7296.77,0.0
1180,2019/12/5,7192.85,0.0
1181,2019/12/6,7395.97,0.0
1182,2019/12/7,7547.19,0.0
1183,2019/12/8,7504.83,0.0
1184,2019/12/9,7522.39,0.0
1185,2019/12/10,7337.42,0.0
1186,2019/12/11,7220.76,0.0
1187,2019/12/12,7202.31,0.0
1188,2019/12/13,7189.16,0.0
1189,2019/12/14,7251.87,0.0
1190,2019/12/15,7067.74,0.0
1191,2019/12/16,7111.14,0.0
1192,2019/12/17,6879.54,0.0
1193,2019/12/18,6612.12,0.0
1194,2019/12/19,7284.29,0.0
1195,2019/12/20,7150.86,0.0
1196,2019/12/21,7190.17,0.0
1197,2019/12/22,7143.2,0.0
1198,2019/12/23,7514.41,0.0
1199,2019/12/24,7322.08,0.0
1200,2019/12/25,7250.69,0.0
1201,2019/12/26,7192.72,0.0
1202,2019/12/27,7194.4,0.0
1203,2019/12/28,7243.93,0.0
1204,2019/12/29,7301.07,0.0
1205,2019/12/30,7385.36,0.0
1206,2019/12/31,7219.6,0.0
1207,2020/1/1,7168.31,0.0
1208,2020/1/2,7175.68,0.0
1209,2020/1/3,6944.33,0.0
1210,2020/1/4,7326.35,0.0
1211,2020/1/5,7347.89,0.0
1212,2020/1/6,7351.57,0.0
1213,2020/1/7,7759.24,0.0
1214,2020/1/8,8165.47,0.0
1215,2020/1/9,8042.65,0.0
1216,2020/1/10,7817.92,0.0
1217,2020/1/11,8184.66,0.0
1218,2020/1/12,8021.49,0.0
1219,2020/1/13,8173.97,0.0
1220,2020/1/14,8105.24,0.0
1221,2020/1/15,8842.42,0.0
1222,2020/1/16,8813.89,0.0
1223,2020/1/17,8722.03,0.0
1224,2020/1/18,8900.34,0.0
1225,2020/1/19,8910.85,0.0
1226,2020/1/20,8703.36,0.0
1227,2020/1/21,8626.47,0.0
1228,2020/1/22,8722.26,0.0
1229,2020/1/23,8658.94,0.0
1230,2020/1/24,8388.11,0.0
1231,2020/1/25,8428.17,0.0
1232,2020/1/26,8327.36,0.0
1233,2020/1/27,8588.42,0.0
1234,2020/1/28,8895.78,0.0
1235,2020/1/29,9385.69,0.0
1236,2020/1/30,9279.81,0.0
1237,2020/1/31,9502.37,0.0
1238,2020/2/1,9333.77,0.0
1239,2020/2/2,9378.09,0.0
1240,2020/2/3,9314.56,0.0
1241,2020/2/4,9162.14,0.0
1242,2020/2/5,9162.14,0.0
1243,2020/2/6,9614.9,0.0
1244,2020/2/7,9755.66,0.0
1245,2020/2/8,9807.54,0.0
1246,2020/2/9,9907.12,0.0
1247,2020/2/10,10162.41,0.0
1248,2020/2/11,9854.79,0.0
1249,2020/2/12,10275.38,0.0
1250,2020/2/13,10354.3,0.0
1251,2020/2/14,10242.43,0.0
1252,2020/2/15,10368.53,0.0
1253,2020/2/16,9904.17,0.0
1254,2020/2/17,9937.67,0.0
1255,2020/2/18,9703.93,9703.93
1256,2020/2/19,10180.65,10180.65
1257,2020/2/20,9604.72,9604.72
1258,2020/2/21,9606.86,9606.86
1259,2020/2/22,9696.58,9696.58
1260,2020/2/23,9669.63,9669.63
1261,2020/2/24,9989.39,9989.39
1262,2020/2/25,9663.75,9663.75
1263,2020/2/26,9309.15,9309.15
1264,2020/2/27,8785.52,8785.52
1265,2020/2/28,8804.72,8804.72
1266,2020/2/29,8712.35,8712.35
1267,2020/3/1,8534.17,8534.17
1268,2020/3/2,8912.82,8912.82
1269,2020/3/3,8912.82,8912.82
1270,2020/3/4,8754.34,8754.34
1271,2020/3/5,8758.9,8758.9
1272,2020/3/6,9067.39,9067.39
1273,2020/3/7,9155.89,9155.89
1274,2020/3/8,8898.63,8898.63
1275,2020/3/9,8039.38,8039.38
1276,2020/3/10,7931.94,7931.94
1277,2020/3/11,7885.46,7885.46
1278,2020/3/12,7936.65,7936.65
1279,2020/3/13,4830.21,4830.21
1280,2020/3/14,5609.03,5609.03
1281,2020/3/15,5166.26,5166.26
1282,2020/3/16,5348.44,5348.44
1283,2020/3/17,5026.35,5026.35
1284,2020/3/18,5357.61,5357.61
1285,2020/3/19,5410.23,5410.23
1286,2020/3/20,6195.2,6195.2
1287,2020/3/21,6226.44,6226.44
1288,2020/3/22,6189.85,6189.85
1289,2020/3/23,5822.62,5822.62
1290,2020/3/24,6502.16,6502.16
1291,2020/3/25,6768.49,6768.49
1292,2020/3/26,6698.46,6698.46
1293,2020/3/27,6763.75,6763.75
1294,2020/3/28,6369.09,6369.09
1295,2020/3/29,6260.95,6260.95
1296,2020/3/30,5885.41,5885.41
1297,2020/3/31,6405.29,6405.29
1298,2020/4/1,6428.28,6428.28
1299,2020/4/2,6652.87,6652.87
1300,2020/4/3,6809.11,6809.11
1301,2020/4/4,6741.67,6741.67
1302,2020/4/5,6871.69,6871.69
1303,2020/4/6,6777.44,6777.44
1304,2020/4/7,7343.2,7343.2
1305,2020/4/8,7205.55,7205.55
1306,2020/4/9,7365.03,7365.03
1307,2020/4/10,7293.69,7293.69
1308,2020/4/11,6873.24,6873.24
1309,2020/4/12,6891.6,6891.6
1310,2020/4/13,6915.37,6915.37
1311,2020/4/14,6857.66,6857.66
1312,2020/4/15,6871.95,6871.95
1313,2020/4/16,6623.8,6623.8
1314,2020/4/17,7112.27,7112.27
1315,2020/4/18,7034.89,7034.89
1316,2020/4/19,7259.36,7259.36
1317,2020/4/20,7130.04,7130.04
1318,2020/4/21,6840.24,6840.24
1319,2020/4/22,6852.52,6852.52
1320,2020/4/23,7130.99,7130.99
1321,2020/4/24,7477.6,7477.6
1322,2020/4/25,7507.08,7507.08
1323,2020/4/26,7549.52,7549.52
1324,2020/4/27,7699.27,7699.27
1325,2020/4/28,7790.66,7790.66
1326,2020/4/29,7765.33,7765.33
1327,2020/4/30,8777.63,8777.63
1328,2020/5/1,8628.77,8628.77
1329,2020/5/2,8824.66,8824.66
1330,2020/5/3,8973.82,8973.82
1331,2020/5/4,8903.95,8903.95
1332,2020/5/5,8885.93,8885.93
1333,2020/5/6,9030.96,9030.96
1334,2020/5/7,9170.79,9170.79
1335,2020/5/8,10002.48,10002.48
1336,2020/5/9,9821.8,9821.8
1337,2020/5/10,9527.39,9527.39
1338,2020/5/11,8754.46,8754.46
1339,2020/5/12,8617.25,8617.25
1340,2020/5/13,8814.53,8814.53
1341,2020/5/14,9305.93,9305.93
1342,2020/5/15,9790.31,9790.31
1343,2020/5/16,9303.59,9303.59
1344,2020/5/17,9385.7,9385.7
1345,2020/5/18,9669.4,9669.4
1346,2020/5/19,9719.37,9719.37
1347,2020/5/20,9785.74,9785.74
1348,2020/5/21,9510.67,9510.67
1349,2020/5/22,9057.57,9057.57
1350,2020/5/23,9167.26,9167.26
1351,2020/5/24,9178.32,9178.32
1352,2020/5/25,8730.73,8730.73
1353,2020/5/26,8899.66,8899.66
1354,2020/5/27,8842.85,8842.85
1355,2020/5/28,9197.54,9197.54
1356,2020/5/29,9569.21,9569.21
1357,2020/5/30,9425.98,9425.98
1358,2020/5/31,9698.1,9698.1
1359,2020/6/1,9450.84,9450.84
1360,2020/6/2,10204.23,10204.23
1361,2020/6/3,9525.57,9525.57
1362,2020/6/4,9658.04,9658.04
1363,2020/6/5,9794.56,9794.56
1364,2020/6/6,9623.75,9623.75
1365,2020/6/7,9670.43,9670.43
1366,2020/6/8,9753.85,9753.85
1367,2020/6/9,9782.59,9782.59
1368,2020/6/10,9775.15,9775.15
1369,2020/6/11,9892.13,9892.13
1370,2020/6/12,9286.42,9286.42
1371,2020/6/13,9459.97,9459.97
1372,2020/6/14,9473.5,9473.5
1373,2020/6/15,9330.07,9330.07
1374,2020/6/16,9426.7,9426.7
1375,2020/6/17,9526.0,9526.0
1376,2020/6/18,9454.81,9454.81
1377,2020/6/19,9380.03,9380.03
1378,2020/6/20,9300.15,9300.15
1379,2020/6/21,9357.43,9357.43
1380,2020/6/22,9284.78,9284.78
1381,2020/6/23,9691.9,9691.9
1382,2020/6/24,9621.49,9621.49
1383,2020/6/25,9276.58,9276.58
1384,2020/6/26,9240.85,9240.85
1385,2020/6/27,9154.45,9154.45
1386,2020/6/28,9004.23,9004.23
1387,2020/6/29,9127.47,9127.47
1388,2020/6/30,9185.35,9185.35
1389,2020/7/1,9133.97,9133.97
1390,2020/7/2,9236.38,9236.38
1391,2020/7/3,9087.98,9087.98
1392,2020/7/4,9072.42,9072.42
1393,2020/7/5,9131.31,9131.31
1394,2020/7/6,9089.09,9089.09
1395,2020/7/7,9348.91,9348.91
1396,2020/7/8,9256.23,9256.23
1397,2020/7/9,9440.07,9440.07
1398,2020/7/10,9238.04,9238.04
1399,2020/7/11,9287.4,9287.4
1400,2020/7/12,9235.96,9235.96
1401,2020/7/13,9295.9,9295.9
1402,2020/7/14,9238.13,9238.13
1403,2020/7/15,9254.52,9254.52
1404,2020/7/16,9193.51,9193.51
1405,2020/7/17,9131.0,9131.0
1406,2020/7/18,9154.19,9154.19
1407,2020/7/19,9174.71,9174.71
1408,2020/7/20,9214.66,9214.66
1409,2020/7/21,9163.87,9163.87
1410,2020/7/22,9392.66,9392.66
1411,2020/7/23,9537.4,9537.4
1412,2020/7/24,9613.11,9613.11
1413,2020/7/25,9551.28,9551.28
1414,2020/7/26,9707.5,9707.5
1415,2020/7/27,9938.83,9938.83
1416,2020/7/28,11042.4,11042.4
1417,2020/7/29,10934.94,10934.94
1418,2020/7/30,11102.67,11102.67
1419,2020/7/31,11114.93,11114.93
1420,2020/8/1,11343.88,11343.88
1421,2020/8/2,11823.69,11823.69
1422,2020/8/3,11077.77,11077.77
1423,2020/8/4,11242.57,11242.57
1424,2020/8/5,11194.25,11194.25
1425,2020/8/6,11750.28,11750.28
1426,2020/8/7,11772.94,11772.94
1427,2020/8/8,11605.6,11605.6
1428,2020/8/9,11767.6,11767.6
1429,2020/8/10,11684.06,11684.06
1430,2020/8/11,11893.03,11893.03
1431,2020/8/12,11392.43,11392.43
1432,2020/8/13,11573.11,11573.11
1433,2020/8/14,11777.43,11777.43
1434,2020/8/15,11774.38,11774.38
1435,2020/8/16,11873.98,11873.98
1436,2020/8/17,11914.01,11914.01
1437,2020/8/18,12293.72,12293.72
1438,2020/8/19,11969.53,11969.53
1439,2020/8/20,11734.0,11734.0
1440,2020/8/21,11865.82,11865.82
1441,2020/8/22,11522.8,11522.8
1442,2020/8/23,11683.44,11683.44
1443,2020/8/24,11653.02,11653.02
1444,2020/8/25,11763.93,11763.93
1445,2020/8/26,11337.4,11337.4
1446,2020/8/27,11467.37,11467.37
1447,2020/8/28,11302.01,11302.01
1448,2020/8/29,11534.75,11534.75
1449,2020/8/30,11481.64,11481.64
1450,2020/8/31,11707.78,11707.78
1451,2020/9/1,11659.57,11659.57
1452,2020/9/2,11923.25,11923.25
1453,2020/9/3,11397.44,11397.44
1454,2020/9/4,10187.51,10187.51
1455,2020/9/5,10467.89,10467.89
1456,2020/9/6,10159.62,10159.62
1457,2020/9/7,10254.93,10254.93
1458,2020/9/8,10367.74,10367.74
1459,2020/9/9,10121.52,10121.52
1460,2020/9/10,10227.83,10227.83
1461,2020/9/11,10352.66,10352.66
1462,2020/9/12,10395.44,10395.44
1463,2020/9/13,10446.44,10446.44
1464,2020/9/14,10330.77,10330.77
1465,2020/9/15,10674.64,10674.64
1466,2020/9/16,10785.62,10785.62
1467,2020/9/17,10948.43,10948.43
1468,2020/9/18,10943.89,10943.89
1469,2020/9/19,10931.79,10931.79
1470,2020/9/20,11081.43,11081.43
1471,2020/9/21,10919.65,10919.65
1472,2020/9/22,10430.46,10430.46
1473,2020/9/23,10532.22,10532.22
1474,2020/9/24,10234.48,10234.48
1475,2020/9/25,10732.43,10732.43
1476,2020/9/26,10692.84,10692.84
1477,2020/9/27,10732.4,10732.4
1478,2020/9/28,10774.24,10774.24
1479,2020/9/29,10692.33,10692.33
1480,2020/9/30,10840.8,10840.8
1481,2020/10/1,10777.92,10777.92
1482,2020/10/2,10619.24,10619.24
1483,2020/10/3,10575.06,10575.06
1484,2020/10/4,10551.77,10551.77
1485,2020/10/5,10673.46,10673.46
1486,2020/10/6,10788.56,10788.56
1487,2020/10/7,10603.74,10603.74
1488,2020/10/8,10670.8,10670.8
1489,2020/10/9,10923.3,10923.3
1490,2020/10/10,11063.19,11063.19
1491,2020/10/11,11302.67,11302.67
1492,2020/10/12,11376.61,11376.61
1493,2020/10/13,11540.04,11540.04
1494,2020/10/14,11428.24,11428.24
1495,2020/10/15,11431.32,11431.32
1496,2020/10/16,11503.73,11503.73
